Unnamed: 0,ticker,Industry,cleaned_date,month,q,Issue_Date_Price,Three_Days_Later_Price,Prepared_remarks_Pos_Score,Prepared_remarks_Neg_Score,COVID_Period,Stock_Change,Stock_Direction,dominant_sentiment
908,ATGE,Education & Training Services,2021-04-29,2021-04,2021-Q3,36.95000076,34.75999832,0.1430013616,0.1076713497,False,-2.19000244,0,1
111,FND,Home Improvement Retail,2019-11-01,2019-11,2019-Q3,46.13000107,44.43999863,0.3212449737,0.06360083073,False,-1.69000244,0,1
654,FTV,Scientific & Technical Instruments,2020-10-27,2020-10,2020-Q3,62.53762817,60.52346039,0.1756845281,0.1379421102,False,-2.01416778,0,1
1127,DIS,Entertainment,2021-08-12,2021-08,2021-Q3,177.1021423,176.9045868,0.1120784283,0.09060283341,False,-0.1975555,0,0
232,BL,Software - Application,2020-02-13,2020-02,2019-Q4,65.0,66.55000305,0.1002288715,0.03195978204,True,1.55000305,1,0
673,BFH,Credit Services,2020-10-30,2020-10,2020-Q3,38.14135361,40.88687515,0.1176992685,0.03466536589,False,2.74552154,1,0
257,HCC,Coking Coal,2020-02-19,2020-02,2019-Q4,17.99277496,16.06688881,0.08518320695,0.2392213898,True,-1.92588615,0,0
1184,FLS,Specialty Industrial Machinery,2021-10-28,2021-10,2021-Q3,30.63367271,31.43346024,0.1433465499,0.127053995,False,0.79978753,1,1
277,WPC,REIT - Diversified,2020-02-21,2020-02,2019-Q4,64.02948761,64.22593689,0.09451805148,0.05509697987,True,0.19644928,1,0
108,TYL,Software - Application,2019-10-31,2019-10,2019-Q3,268.519989,269.8299866,0.307118183,0.1109830095,False,1.3099976,1,1
659,R,Rental & Leasing Services,2020-10-28,2020-10,2020-Q3,43.83657455,43.66814041,0.2533444487,0.2564865377,False,-0.16843414,0,1
785,AXL,Auto Parts,2021-02-12,2021-02,2020-Q4,9.819999695,9.770000458,0.09517288674,0.09140022751,False,-0.049999237,0,0
74,SUI,REIT - Residential,2019-10-24,2019-10,2019-Q3,139.3673248,139.4640808,0.1633473895,0.02800674674,False,0.096756,1,1
725,APH,Electronic Components,2021-01-27,2021-01,2020-Q4,30.2081871,30.04219246,0.1900132621,0.06291953226,False,-0.16599464,0,1
480,HLT,Lodging,2020-05-07,2020-05,2020-Q1,71.17176819,67.60823059,0.07292119662,0.1111701348,True,-3.5635376,0,0
934,ECPG,Mortgage Finance,2021-05-05,2021-05,2021-Q1,41.13999939,43.09999847,0.1525475588,0.0310041341,False,1.95999908,1,1
661,IRT,REIT - Residential,2020-10-29,2020-10,2020-Q3,10.48929024,11.03906441,0.1389787802,0.1119617946,False,0.54977417,1,1
1312,CARG,Auto & Truck Dealerships,2022-02-24,2022-02,2021-Q4,32.25999832,48.45000076,0.1154415519,0.06971227983,False,16.19000244,1,0
1211,SEDG,Solar,2021-11-02,2021-11,2021-Q3,355.1600037,344.0700073,0.1264429837,0.1106021139,False,-11.0899964,0,0
142,ACRE,REIT - Mortgage,2019-11-08,2019-11,2019-Q3,7.948168278,8.005235672,0.1675041293,0.04640513659,False,0.057067394,1,1
567,ESTC,Software - Application,2020-06-03,2020-06,2020-Q4,89.26999664,86.90000153,0.1554949793,0.04033120535,True,-2.36999511,0,1
416,LOCO,Restaurants,2020-04-30,2020-04,2020-Q1,10.59205341,11.34553623,0.07026349194,0.03049283102,True,0.75348282,1,0
749,CCS,Real Estate - Development,2021-02-04,2021-02,2020-Q4,46.71633148,58.03515625,0.3733323693,0.02746565454,False,11.31882477,1,1
1324,DG,Discount Stores,2022-03-17,2022-03,2021-Q4,211.4406586,217.5950165,0.2032967465,0.1575227485,False,6.1543579,1,1
1205,HLIT,Communication Equipment,2021-11-01,2021-11,2021-Q3,9.329999924,10.77000046,0.3447124983,0.121522349,False,1.440000536,1,1
1300,FARO,Scientific & Technical Instruments,2022-02-16,2022-02,2021-Q4,56.11999893,53.68999863,0.101903744,0.04296470744,False,-2.4300003,0,0
1173,R,Rental & Leasing Services,2021-10-27,2021-10,2021-Q3,79.64670563,77.85049438,0.2904812574,0.04988897964,False,-1.79621125,0,1
1334,F,Auto Manufacturers,2022-04-27,2022-04,2022-Q1,12.30717373,11.73532486,0.3355533648,0.05050703464,False,-0.57184887,0,1
803,ESRT,REIT - Diversified,2021-02-18,2021-02,2020-Q4,9.07447052,10.16642094,0.06243889034,0.07225493218,False,1.09195042,1,0
930,QLYS,Software - Infrastructure,2021-05-05,2021-05,2021-Q1,94.37999725,97.93000031,0.1405465578,0.02789783478,False,3.55000306,1,1
734,DLB,Specialty Business Services,2021-01-28,2021-01,2021-Q1,84.62672424,84.80699921,0.09857027084,0.05026893243,False,0.18027497,1,0
459,CDW,Information Technology Services,2020-05-06,2020-05,2020-Q1,101.0722198,102.747757,0.07318843529,0.03398976661,True,1.6755372,1,0
231,CCEP,Beverages - Non-Alcoholic,2020-02-13,2020-02,2019-Q4,47.10050964,47.53143311,0.1544067735,0.02117026085,True,0.43092347,1,1
1095,EPC,Household & Personal Products,2021-08-05,2021-08,2021-Q3,40.73561478,41.73980331,0.3917799592,0.05667818412,False,1.00418853,1,1
912,NEXA,Other Industrial Metals & Mining,2021-04-30,2021-04,2021-Q1,9.62647438,9.421655655,0.09576773643,0.05523820827,False,-0.204818725,0,0
1307,ZS,Software - Infrastructure,2022-02-24,2022-02,2022-Q2,263.3800049,239.1499939,0.0246944651,0.05051404238,False,-24.230011,0,0
562,TOL,Residential Construction,2020-05-28,2020-05,2020-Q2,30.52279282,30.42812347,0.148330614,0.0779956698,True,-0.09466935,0,1
635,CIGI,Real Estate Services,2020-08-07,2020-08,2020-Q2,59.95964813,63.68114471,0.0753034018,0.03897430655,False,3.72149658,1,0
434,RSG,Waste Management,2020-05-05,2020-05,2020-Q1,72.32694244,75.90222168,0.1785484804,0.3242072961,True,3.57527924,1,1
481,LAMR,REIT - Specialty,2020-05-07,2020-05,2020-Q1,51.5921402,54.0314827,0.0747479964,0.03658011835,True,2.4393425,1,0
98,SPXC,Building Products & Equipment,2019-10-30,2019-10,2019-Q3,42.68999863,46.59000015,0.4753476381,0.05615547796,False,3.90000152,1,1
450,CLW,Paper & Paper Products,2020-05-05,2020-05,2020-Q1,24.54999924,29.0,0.07571805418,0.04462839123,True,4.45000076,1,0
1004,CVBF,Banks - Regional,2021-07-22,2021-07,2021-Q2,16.67243195,16.81136703,0.1261982843,0.1384957477,False,0.13893508,1,0
1151,DPZ,Restaurants,2021-10-14,2021-10,2021-Q3,458.3191528,441.4446106,0.305828698,0.1835471084,False,-16.8745422,0,1
799,HRI,Rental & Leasing Services,2021-02-18,2021-02,2020-Q4,68.51236725,76.73574066,0.2503876984,0.09655144593,False,8.22337341,1,1
20,ATI,Metal Fabrication,2019-07-23,2019-07,2019-Q2,23.64999962,22.87000084,0.1369192606,0.2747516471,False,-0.77999878,0,0
153,DOMO,Software - Application,2019-12-05,2019-12,2020-Q3,19.5,23.37999916,0.1467129225,0.03915174725,False,3.87999916,1,1
702,AVDL,Drug Manufacturers - Specialty & Generic,2020-11-09,2020-11,2020-Q3,5.989999771,5.75,0.1689458955,0.0302240781,False,-0.239999771,0,1
836,LAMR,REIT - Specialty,2021-02-26,2021-02,2020-Q4,71.82061005,71.74597168,0.2839125395,0.05000763247,False,-0.07463837,0,1
962,BCC,Building Materials,2021-05-07,2021-05,2021-Q1,54.43886566,57.61331558,0.0979806222,0.04684899515,False,3.17444992,1,0
1008,TFII,Trucking,2021-07-26,2021-07,2021-Q2,100.8190384,108.1967392,0.1650703251,0.02820059657,False,7.3777008,1,1
428,DESP,Travel Services,2020-05-04,2020-05,2020-Q1,5.860000134,5.260000229,0.1040019765,0.1213518409,True,-0.599999905,0,0
845,AVDL,Drug Manufacturers - Specialty & Generic,2021-03-09,2021-03,2020-Q4,8.020000458,9.770000458,0.07759362906,0.03234206848,False,1.75,1,0
847,GRBK,Residential Construction,2021-03-09,2021-03,2020-Q4,20.18000031,21.71999931,0.1470212912,0.02654075747,False,1.539999,1,1
156,LQDT,Internet Retail,2019-12-10,2019-12,2019-Q4,6.460000038,5.610000134,0.2867510216,0.0902312398,False,-0.849999904,0,1
1204,NSP,Staffing & Employment Services,2021-11-01,2021-11,2021-Q3,118.4843521,111.5330124,0.1885690363,0.04080541525,False,-6.9513397,0,1
222,BRX,REIT - Retail,2020-02-11,2020-02,2019-Q4,16.4608593,16.43696785,0.08304807544,0.03097973516,True,-0.02389145,0,0
1309,SQ,Software - Infrastructure,2022-02-24,2022-02,2021-Q4,94.98999786,127.5,0.1784283414,0.02643002234,False,32.51000214,1,1
21,HSTM,Health Information Services,2019-07-23,2019-07,2019-Q2,26.2774334,27.37852669,0.06232935563,0.05195074575,False,1.10109329,1,0
509,TWST,Diagnostics & Research,2020-05-08,2020-05,2020-Q2,39.13000107,39.20999908,0.250305143,0.02946192808,True,0.07999801,1,1
145,VOD,Telecom Services,2019-11-12,2019-11,2019-Q2,14.24388695,13.3054657,0.1531086648,0.04084988893,False,-0.93842125,0,1
44,SPXC,Building Products & Equipment,2019-08-01,2019-08,2019-Q2,34.11999893,35.63000107,0.3223646656,0.02674963698,False,1.51000214,1,1
924,ESE,Scientific & Technical Instruments,2021-05-04,2021-05,2021-Q2,107.9536896,108.1313782,0.3409079574,0.03218019125,False,0.1776886,1,1
715,WIT,Information Technology Services,2021-01-13,2021-01,2021-Q3,6.343075275,6.284069538,0.2450035239,0.03271643134,False,-0.059005737,0,1
1297,AXL,Auto Parts,2022-02-11,2022-02,2021-Q4,7.929999828,7.449999809,0.1143748984,0.06306544598,False,-0.480000019,0,0
569,DOMO,Software - Application,2020-06-04,2020-06,2020-Q1,29.05999947,31.19000053,0.09171154474,0.05604361432,True,2.13000106,1,0
1108,ONTO,Semiconductor Equipment & Materials,2021-08-05,2021-08,2021-Q2,71.12000275,78.12000275,0.3452741901,0.03749059389,False,7.0,1,1
921,ETN,Specialty Industrial Machinery,2021-05-04,2021-05,2021-Q1,135.3901978,138.0574036,0.3712222166,0.1044058083,False,2.6672058,1,1
902,ATI,Metal Fabrication,2021-04-29,2021-04,2021-Q1,23.60000038,23.63999939,0.2116377456,0.1017346405,False,0.03999901,1,1
905,STRA,Education & Training Services,2021-04-29,2021-04,2021-Q1,69.63658142,68.62011719,0.2084135348,0.08248561807,False,-1.01646423,0,1
919,SEDG,Solar,2021-05-03,2021-05,2021-Q1,260.0599976,214.1300049,0.121400255,0.1283469435,False,-45.9299927,0,0
1404,ACM,Engineering & Construction,2022-08-09,2022-08,2022-Q3,71.24447632,74.85167694,0.2198282078,0.02113516219,False,3.60720062,1,1
347,VMI,Conglomerates,2020-04-23,2020-04,2020-Q1,111.1996231,111.7824631,0.1935508745,0.3126684011,True,0.58284,1,1
1407,DIS,Entertainment,2022-08-10,2022-08,2022-Q3,111.0580292,120.0864944,0.1687564671,0.04601149149,False,9.0284652,1,1
687,XNCR,Biotechnology,2020-11-05,2020-11,2020-Q3,41.20000076,39.15999985,0.07342850715,0.08994969912,False,-2.04000091,0,0
53,EB,Software - Application,2019-08-07,2019-08,2019-Q2,16.76000023,17.03000069,0.1180209927,0.06317551186,False,0.27000046,1,0
663,AXGN,Medical Devices,2020-10-29,2020-10,2020-Q3,12.72999954,12.82999992,0.2632018048,0.08833950106,False,0.10000038,1,1
1148,ORCL,Software - Infrastructure,2021-09-13,2021-09,2022-Q1,84.52420044,82.96474457,0.08962439746,0.04147472916,False,-1.55945587,0,0
1327,JBHT,Integrated Freight & Logistics,2022-04-18,2022-04,2022-Q1,167.1557312,167.0484772,0.08100811392,0.04368051173,False,-0.107254,0,0
1422,MPW,REIT - Healthcare Facilities,2022-10-27,2022-10,2022-Q3,9.211503029,9.030110359,0.08022204861,0.04498089179,False,-0.18139267,0,0
998,NDAQ,Financial Data & Stock Exchanges,2021-07-21,2021-07,2021-Q2,59.11442566,59.584095,0.2437238741,0.03166375841,False,0.46966934,1,1
744,GOOGL,Internet Content & Information,2021-02-02,2021-02,2020-Q4,95.60941315,104.0642624,0.1074538485,0.0986844919,False,8.45484925,1,0
0,TOL,Residential Construction,2017-12-05,2017-12,2017-Q4,43.10014343,43.96343613,0.1205616575,0.06091624359,False,0.8632927,1,0
810,VNOM,Oil & Gas Midstream,2021-02-23,2021-02,2020-Q4,13.00352192,12.15108776,0.1556967385,0.03663103003,False,-0.85243416,0,1
200,CRVL,Insurance Brokers,2020-02-04,2020-02,2019-Q4,29.40666771,28.0466671,0.1044096177,0.2430443317,True,-1.36000061,0,0
1007,CCI,REIT - Specialty,2021-07-22,2021-07,2021-Q2,162.6367645,162.8145905,0.1468115941,0.02663878277,False,0.177826,1,1
831,FNF,Insurance - Specialty,2021-02-25,2021-02,2020-Q4,31.62892532,32.48065567,0.150819649,0.06612716755,False,0.85173035,1,1
425,WPC,REIT - Diversified,2020-05-01,2020-05,2020-Q1,46.26563263,45.16247559,0.06038920693,0.04839477241,True,-1.10315704,0,0
195,ARMK,Specialty Business Services,2020-02-04,2020-02,2020-Q1,29.258358,27.65097618,0.0867040356,0.04587745294,True,-1.60738182,0,0
118,VRRM,Infrastructure Operations,2019-11-05,2019-11,2019-Q3,14.73999977,14.78999996,0.1326184431,0.04191538878,False,0.05000019,1,0
346,SQNS,Semiconductors,2020-04-23,2020-04,2020-Q1,16.25,16.54999924,0.08274920098,0.05437846544,True,0.29999924,1,0
338,TFII,Trucking,2020-04-22,2020-04,2020-Q1,23.71964645,24.33146477,0.07205935071,0.4656298341,True,0.61181832,1,0
1225,GRBK,Residential Construction,2021-11-03,2021-11,2021-Q3,24.87999916,25.92000008,0.3073682872,0.03188560934,False,1.04000092,1,1
544,SPNS,Software - Application,2020-05-14,2020-05,2020-Q1,22.13157082,23.43721581,0.1920403503,0.04385479284,True,1.30564499,1,1
724,ROL,Personal Services,2021-01-27,2021-01,2020-Q4,33.22291183,34.24003983,0.1638307106,0.1117257061,False,1.017128,1,1
1338,ROL,Personal Services,2022-04-27,2022-04,2022-Q1,32.32764053,32.35659027,0.1070282934,0.09388805693,False,0.02894974,1,0
97,LIVN,Medical Devices,2019-10-30,2019-10,2019-Q3,72.22000122,69.91000366,0.2326286199,0.12778467,False,-2.30999756,0,1
1212,AMCR,Packaging & Containers,2021-11-02,2021-11,2022-Q1,10.40422249,10.45589828,0.2887818031,0.04898220184,False,0.05167579,1,1
1059,SAIA,Trucking,2021-07-30,2021-07,2021-Q2,226.0,224.1999969,0.3962722023,0.05467377882,False,-1.8000031,0,1
858,PEP,Beverages - Non-Alcoholic,2021-04-15,2021-04,2021-Q1,127.8599777,130.0522614,0.02055840939,0.0612822324,False,2.1922837,1,0
1026,R,Rental & Leasing Services,2021-07-28,2021-07,2021-Q2,66.80480194,69.23223877,0.1705337365,0.09680564143,False,2.42743683,1,1
191,F,Auto Manufacturers,2020-02-04,2020-02,2019-Q4,7.481457233,6.609435558,0.1646959537,0.03983711531,True,-0.872021675,0,1
1284,ENTG,Semiconductor Equipment & Materials,2022-02-01,2022-02,2021-Q4,127.034668,127.1533356,0.1024890095,0.02471159399,False,0.1186676,1,0
300,REZI,Industrial Distribution,2020-02-27,2020-02,2019-Q4,10.26000023,10.18000031,0.1220309486,0.03941765831,True,-0.07999992,0,0
718,HWC,Banks - Regional,2021-01-20,2021-01,2020-Q4,35.59923935,34.42673492,0.06821887816,0.1175421141,False,-1.17250443,0,0
1161,UNP,Railroads,2021-10-21,2021-10,2021-Q3,214.7631531,223.1203918,0.4700513606,0.1197161448,False,8.3572387,1,1
685,HR,REIT - Healthcare Facilities,2020-11-05,2020-11,2020-Q3,23.86991882,24.06531334,0.09061320405,0.02665136242,False,0.19539452,1,0
396,JHG,Asset Management,2020-04-30,2020-04,2020-Q1,13.88050556,14.14415836,0.2533429623,0.08253412768,True,0.2636528,1,1
1049,MTD,Diagnostics & Research,2021-07-29,2021-07,2021-Q2,1511.699951,1480.150024,0.2415258162,0.07320561782,False,-31.549927,0,1
1073,TSLX,Asset Management,2021-08-04,2021-08,2021-Q2,15.72828007,16.03435516,0.1286304496,0.04039147422,False,0.30607509,1,0
594,BHE,Electronic Components,2020-07-29,2020-07,2020-Q2,18.67560577,18.28933716,0.2032979876,0.1105511561,False,-0.38626861,0,1
1424,HLF,Packaged Foods,2022-10-31,2022-10,2022-Q3,21.26000023,15.80000019,0.08906518544,0.5240489319,False,-5.46000004,0,0
698,PRA,Insurance - Property & Casualty,2020-11-06,2020-11,2020-Q3,13.3043642,15.02357578,0.06727740467,0.1873973474,False,1.71921158,1,0
1088,HMC,Auto Manufacturers,2021-08-04,2021-08,2022-Q1,30.49121094,30.61998177,0.1344401737,0.2177206452,False,0.12877083,1,0
365,CVBF,Banks - Regional,2020-04-23,2020-04,2020-Q1,15.81451797,16.91689873,0.05760478973,0.2082212299,True,1.10238076,1,0
1372,ESTC,Software - Application,2022-06-01,2022-06,2022-Q4,61.93999863,71.05999756,0.1523713512,0.03211730586,False,9.11999893,1,1
622,BALL,Packaging & Containers,2020-08-06,2020-08,2020-Q3,70.77463531,71.62083435,0.2990922987,0.07843479514,False,0.84619904,1,1
78,FTV,Scientific & Technical Instruments,2019-10-24,2019-10,2019-Q3,58.557724,56.20756149,0.2007458016,0.1385857299,False,-2.35016251,0,1
1243,CVCO,Residential Construction,2021-11-05,2021-11,2022-Q2,267.1099854,285.8599854,0.2512746779,0.07640777249,False,18.75,1,1
877,IPG,Advertising Agencies,2021-04-28,2021-04,2021-Q1,27.13127136,27.67163277,0.1508386667,0.0415216828,False,0.54036141,1,1
832,W,Internet Retail,2021-02-25,2021-02,2020-Q4,258.0499878,335.6499939,0.08810705443,0.04161626752,False,77.6000061,1,0
356,BFH,Credit Services,2020-04-23,2020-04,2020-Q1,29.60434532,30.33730698,0.109204977,0.08403291367,True,0.73296166,1,0
333,RGP,Consulting Services,2020-04-02,2020-04,2020-Q3,8.409165382,7.898017406,0.05875135772,0.1530452776,True,-0.511147976,0,0
306,PRGO,Drug Manufacturers - Specialty & Generic,2020-02-27,2020-02,2019-Q4,45.60731506,47.57876205,0.2515345901,0.09577285387,True,1.97144699,1,1
717,JBHT,Integrated Freight & Logistics,2021-01-19,2021-01,2020-Q4,143.4858246,141.1864624,0.07809969472,0.0464023524,False,-2.2993622,0,0
605,NSP,Staffing & Employment Services,2020-08-03,2020-08,2020-Q2,60.88689804,61.20021057,0.1286563255,0.2551358193,False,0.31331253,1,0
815,SBGI,Broadcasting,2021-02-24,2021-02,2020-Q4,28.32432556,25.08795738,0.08674945496,0.2070338212,False,-3.23636818,0,0
1241,AXL,Auto Parts,2021-11-05,2021-11,2021-Q3,9.819999695,9.75,0.1050798483,0.04658573912,False,-0.069999695,0,0
1012,SHW,Specialty Chemicals,2021-07-27,2021-07,2021-Q2,278.8746643,282.0828552,0.5074463064,0.05641693249,False,3.2081909,1,1
1267,BNED,Specialty Retail,2021-11-30,2021-11,2022-Q2,702.0,671.0,0.08758549765,0.04700874863,False,-31.0,0,0
628,LQDT,Internet Retail,2020-08-06,2020-08,2020-Q3,6.139999866,6.190000057,0.2151241613,0.2433603282,False,0.050000191,1,1
620,UPLD,Software - Application,2020-08-06,2020-08,2020-Q2,40.45999908,39.84999847,0.03828626312,0.3355473597,False,-0.61000061,0,0
504,IRT,REIT - Residential,2020-05-08,2020-05,2020-Q1,8.443432808,8.229784966,0.1501007646,0.09238400869,True,-0.213647842,0,1
1249,SKY,Residential Construction,2021-11-05,2021-11,2022-Q2,73.76999664,75.0,0.2082038522,0.06228067726,False,1.23000336,1,1
656,DAN,Auto Parts,2020-10-28,2020-10,2020-Q3,12.89192963,12.60364056,0.1572873779,0.07367285155,False,-0.28828907,0,1
1261,CPRT,Specialty Business Services,2021-11-18,2021-11,2022-Q1,38.93999863,36.625,0.195412104,0.04711892572,False,-2.31499863,0,1
1412,DOMO,Software - Application,2022-08-25,2022-08,2023-Q2,28.67000008,20.73999977,0.09508509468,0.1028469121,False,-7.93000031,0,0
49,QTRX,Medical Devices,2019-08-06,2019-08,2019-Q2,29.04000092,24.94000053,0.07762146369,0.01937796734,False,-4.10000039,0,0
137,UEIC,Consumer Electronics,2019-11-07,2019-11,2019-Q3,54.93000031,59.56999969,0.2001001053,0.02248439845,False,4.63999938,1,1
1233,PARA,Entertainment,2021-11-04,2021-11,2021-Q3,32.8719368,32.8169899,0.1212935865,0.02494251411,False,-0.0549469,0,0
369,CTS,Electronic Components,2020-04-23,2020-04,2020-Q1,22.26925278,22.41614723,0.1688106159,0.09174575036,True,0.14689445,1,1
455,SQ,Software - Infrastructure,2020-05-06,2020-05,2020-Q1,68.09999847,76.05000305,0.2324021883,0.03603138775,True,7.95000458,1,1
397,SPOK,Health Information Services,2020-04-30,2020-04,2020-Q1,6.746763706,6.812522411,0.06858130012,0.04326833705,True,0.065758705,1,0
1352,ATI,Metal Fabrication,2022-05-04,2022-05,2022-Q1,29.04000092,26.69000053,0.3746795965,0.07563285716,False,-2.35000039,0,1
387,LIVN,Medical Devices,2020-04-29,2020-04,2020-Q1,53.52999878,52.22999954,0.1020954121,0.1658669468,True,-1.29999924,0,0
592,GIB,Information Technology Services,2020-07-29,2020-07,2020-Q3,69.91000366,71.38999939,0.1164662521,0.06226472044,False,1.47999573,1,0
1346,AEM,Gold,2022-04-29,2022-04,2022-Q1,53.94139862,53.28368759,0.07009861618,0.02280384768,False,-0.65771103,0,0
616,HASI,Real Estate Services,2020-08-06,2020-08,2020-Q2,30.01753807,32.01653671,0.1349078864,0.02517162496,False,1.99899864,1,0
1332,GOOGL,Internet Content & Information,2022-04-26,2022-04,2022-Q1,118.2214432,113.6973343,0.07453512897,0.02186728207,False,-4.5241089,0,0
76,ARR,REIT - Mortgage,2019-10-24,2019-10,2019-Q3,39.03061295,38.56652069,0.3026762356,0.07481319302,False,-0.46409226,0,1
122,DFIN,Software - Application,2019-11-05,2019-11,2019-Q3,9.56000042,9.819999695,0.1618163738,0.2772401918,False,0.259999275,1,1
791,HVT,Home Improvement Retail,2021-02-18,2021-02,2020-Q4,26.53439331,27.78558159,0.112378904,0.05391867335,False,1.25118828,1,0
182,ARCB,Trucking,2020-01-31,2020-01,2019-Q4,21.63090706,22.46472931,0.1014867537,0.2058037052,True,0.83382225,1,0
448,VNOM,Oil & Gas Midstream,2020-05-05,2020-05,2020-Q1,6.175149918,6.673388481,0.03823518194,0.03360513039,True,0.498238563,1,0
777,STC,Insurance - Property & Casualty,2021-02-11,2021-02,2020-Q4,46.70704269,47.43945313,0.6093434095,0.05004481785,False,0.73241044,1,1
403,BL,Software - Application,2020-04-30,2020-04,2020-Q1,60.74000168,57.15999985,0.07242747893,0.06232055463,True,-3.58000183,0,0
1137,LANC,Packaged Foods,2021-08-26,2021-08,2021-Q4,164.9272003,165.4966583,0.2107538159,0.0517256173,False,0.569458,1,1
112,WPC,REIT - Diversified,2019-11-01,2019-11,2019-Q3,63.89817047,63.57501602,0.08636936322,0.1198596425,False,-0.32315445,0,0
2,GOOGL,Internet Content & Information,2019-02-04,2019-02,2018-Q4,56.86485672,55.0957756,0.1108850675,0.02704760603,False,-1.76908112,0,0
606,ENTA,Biotechnology,2020-08-04,2020-08,2020-Q3,47.68999863,47.15999985,0.08060307521,0.04991847603,False,-0.52999878,0,0
759,BRBR,Packaged Foods,2021-02-05,2021-02,2021-Q1,24.35000038,24.77000046,0.1447695643,0.1288374451,False,0.42000008,1,1
642,UGP,Oil & Gas Refining & Marketing,2020-08-13,2020-08,2020-Q2,3.052209616,2.919504166,0.1129724924,0.4760188445,False,-0.13270545,0,0
664,SPOK,Health Information Services,2020-10-29,2020-10,2020-Q3,5.992362499,6.174153328,0.07084474216,0.07103762589,False,0.181790829,1,0
